203, 0, Failed
204, 0, Failed
205, 0, Failed
206, 0, Failed
207, 0, Failed
208, 0, Failed
209, 0, Failed
210, 0, Failed
211, 0, Failed
212, 0, Failed
213, 0, Failed
214, 0, Failed
215, 0, Failed
216, 0, Failed
217, 0, Failed
218, 0, Failed
219, 0, Failed
220, 0, Failed
221, 0, Failed
222, 3104, Ok
223, 0, Failed
224, 3479, Ok
225, 2485, Ok
226, 2697, Ok
227, 2328, Ok
228, 1499, Ok
229, 0, Failed
230, 2292, Ok
231, 3672, Ok
232, 4252, Ok
233, 3869, Ok
234, 3926, Ok
235, 0, Failed
236, 3487, Ok
237, 4669, Ok
238, 4097, Ok
239, 3989, Ok
240, 4280, Ok
241, 0, Failed
242, 0, Failed
243, 0, Failed
244, 0, Failed
245, 0, Failed
246, 0, Failed
247, 0, Failed
248, 0, Failed
249, 0, Failed
250, 0, Failed
251, 0, Failed
252, 0, Failed
253, 0, Failed
254, 0, Failed
255, 0, Failed
256, 0, Failed
257, 0, Failed
258, 0, Failed
259, 0, Failed
260, 0, Failed
261, 0, Failed
262, 0, Failed
263, 0, Failed
264, 0, Failed
265, 0, Failed
266, 0, Failed
267, 0, Failed
268, 0, Failed
269, 0, Failed
270, 0, Failed
271, 0, Failed
272, 0, Failed
273, 0, Failed
274, 0, Failed
275, 0, Failed
276, 0, Failed
277, 0, Failed
278, 0, Failed
279, 0, Failed
280, 0, Failed
281, 0, Failed
282, 0, Failed
283, 0, Failed
284, 0, Failed
285, 0, Failed
286, 0, Failed
287, 0, Failed
288, 0, Failed
289, 0, Failed
290, 0, Failed
291, 0, Failed
292, 0, Failed
293, 0, Failed
294, 0, Failed
295, 0, Failed
296, 0, Failed
297, 0, Failed
298, 0, Failed
299, 0, Failed
300, 0, Failed
